prompt,actual_ans,gen_ans,prompt_ppl,target_ppl,gen_ppl,accuracy
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Julius is a lion. Lily is a rhino. Bernhard is a swan. Lily is white. Bernhard is green. Greg is a rhino. Greg is gray. Julius is white. Brian is a lion.
question: What color is Brian?
answer:",white,white,2.6765034198760986,1.7764569520950317,1.7764569520950317,0.45
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Lily is a frog. Bernhard is a lion. Brian is a frog. Bernhard is yellow. Julius is a lion. Julius is white. Greg is a swan. Greg is gray. Brian is white.
question: What color is Lily?
answer:",white,yellow,2.6742186546325684,7.743130683898926,2.0844130516052246,0.45
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Brian is a rhino. Lily is a frog. Greg is a lion. Lily is gray. Julius is a swan. Greg is yellow. Brian is green. Bernhard is a swan. Bernhard is gray.
question: What color is Julius?
answer:",gray,gray,2.669151782989502,1.8013927936553955,1.8013927936553955,0.45
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Julius is a lion. Julius is white. Greg is a frog. Bernhard is a frog. Bernhard is green. Brian is a swan. Brian is white. Greg is green. Lily is a swan.
question: What color is Lily?
answer:",white,green,2.648240566253662,2.971975803375244,2.278067111968994,0.45
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Greg is a rhino. Bernhard is a swan. Bernhard is yellow. Greg is white. Brian is a swan. Brian is yellow. Lily is a frog. Julius is a rhino. Lily is green.
question: What color is Julius?
answer:",white,green,2.614269733428955,27.26506996154785,2.0473742485046387,0.45
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Bernhard is a frog. Julius is a rhino. Bernhard is yellow. Julius is yellow. Brian is a lion. Brian is white. Lily is a swan. Lily is green. Greg is a rhino.
question: What color is Greg?
answer:",yellow,white,2.6409707069396973,18.89532470703125,1.6305968761444092,0.45
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Brian is a swan. Greg is a swan. Greg is gray. Lily is a frog. Lily is white. Bernhard is a lion. Julius is a frog. Brian is gray. Bernhard is green.
question: What color is Julius?
answer:",white,green,2.691164016723633,16.922237396240234,2.271958827972412,0.45
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Bernhard is a rhino. Brian is a frog. Greg is a frog. Brian is white. Greg is white. Bernhard is white. Julius is a lion. Julius is green. Lily is a rhino.
question: What color is Lily?
answer:",white,gray,2.6491267681121826,5.0340728759765625,3.1491191387176514,0.45
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Bernhard is a lion. Bernhard is yellow. Lily is a rhino. Brian is a frog. Lily is green. Greg is a frog. Brian is green. Julius is a lion. Julius is gray.
question: What color is Greg?
answer:",green,gray,2.6967110633850098,17.81583023071289,1.205499529838562,0.45
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Brian is a frog. Bernhard is a frog. Julius is a frog. Bernhard is white. Greg is a frog. Brian is yellow. Greg is yellow. Lily is a rhino. Lily is gray.
question: What color is Julius?
answer:",yellow,gray,2.672297239303589,3.664750337600708,1.8834859132766724,0.45
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Greg is a rhino. Lily is a swan. Julius is a frog. Lily is yellow. Julius is white. Bernhard is a frog. Brian is a swan. Brian is yellow. Greg is yellow.
question: What color is Bernhard?
answer:",white,yellow,2.6924667358398438,5.224656105041504,1.5060216188430786,0.45
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Brian is a rhino. Julius is a frog. Brian is green. Bernhard is a rhino. Julius is yellow. Greg is a frog. Lily is a rhino. Bernhard is yellow. Lily is yellow.
question: What color is Greg?
answer:",yellow,green,2.7313616275787354,2.9506237506866455,2.3809077739715576,0.45
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Bernhard is a rhino. Julius is a lion. Brian is a frog. Brian is yellow. Lily is a frog. Bernhard is yellow. Julius is white. Lily is yellow. Greg is a rhino.
question: What color is Greg?
answer:",yellow,white,2.676290273666382,5.056580543518066,1.4258307218551636,0.45
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Lily is a frog. Julius is a rhino. Julius is gray. Brian is a swan. Brian is gray. Greg is a rhino. Bernhard is a swan. Greg is white. Lily is white.
question: What color is Bernhard?
answer:",gray,white,2.645965576171875,3.838480234146118,1.512742519378662,0.45
"context: Lily is a frog. Bernhard is a frog. Bernhard is green. Brian is a lion. Brian is white. Julius is a swan. Julius is green. Lily is green. Greg is a swan.
question: What color is Greg?
answer: green
###
context: Bernhard is a frog. Lily is a frog. Lily is gray. Bernhard is gray. Julius is a lion. Greg is a swan. Julius is yellow. Greg is white. Brian is a swan.
question: What color is Brian?
answer: white
###
context: Julius is a frog. Bernhard is a rhino. Bernhard is white. Lily is a rhino. Lily is green. Julius is gray. Greg is a rhino. Greg is yellow. Brian is a frog.
question: What color is Brian?
answer: gray
###
context: Lily is a rhino. Brian is a frog. Brian is yellow. Lily is yellow. Greg is a swan. Greg is green. Julius is a frog. Julius is green. Bernhard is a rhino.
question: What color is Bernhard?
answer: yellow
###
context: Greg is a lion. Julius is a swan. Julius is yellow. Greg is yellow. Brian is a swan. Bernhard is a frog. Brian is white. Lily is a frog. Bernhard is yellow.
question: What color is Lily?
answer: yellow
###
context: Bernhard is a swan. Julius is a swan. Lily is a rhino. Julius is gray. Lily is green. Bernhard is gray. Greg is a swan. Brian is a swan. Brian is green.
question: What color is Greg?
answer:",green,green,2.6502389907836914,1.3146662712097168,1.3146662712097168,0.45
